"q1_mass","q3_mass","ms3_mass","met_name","dp","ep","ce","cxp","af","quantifier","ms_mode","ion_intensity_rank","ion_abundance","precursor_formula","product_ion_reference","product_formula","production_ion_notes","met_id","external_reference","q1_mass_units","q3_mass_units","ms3_mass_units","threshold_units","dp_units","ep_units","ce_units","cxp_units","af_units","ms_group","threshold","dwell_weight","component_name","ms_include","ms_is","precursor_fragment","product_fragment","precursor_exactmass","product_exactmass","ms_methodtype","id","precursor_fragment_elements","product_fragment_elements"
"524.9928992603","78.9585053763",NULL,"GTP-C7[13C]3H15N5O14P3_O3P","-23.5","-10","-138.1","-33.3",NULL,NULL,"-",NULL,NULL,"C7[13C]3H15N5O14P3-",NULL,"O3P-",NULL,"gtp",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","gtp.gtp_m3-0","5000","1","gtp.gtp_m3-0",False,True,"{t,t,t,t,t,t,t,t,t,t}","{f,f,f,f,f,f,f,f,f,f}","524.9928992603","78.9585053763","isotopomer_13C",1646,"{C,C,C,C,C,C,C,C,C,C}","{C,C,C,C,C,C,C,C,C,C}"
"179","119",NULL,"D-Glucose","-84.2","-10","-12.1","-11.1",NULL,NULL,"-",3,"200000","C6H11O6-",NULL,"C4H7O4-",NULL,"glc-D",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","glc-D","5000","1",NULL,False,False,"{t,t,t,t,t,t}","{f,f,t,t,t,t}","179.0555631",NULL,"tuning",1647,"{C,C,C,C,C,C}","{C,C,C,C,C,C}"
"179","119",NULL,"Hexose_Pool_fru_glc-D","-84.2","-10","-12.1","-11.1",NULL,NULL,"-",3,"200000","C6H11O6-",NULL,"C4H7O4-",NULL,"Hexose_Pool_fru_glc-D",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","glc-D","5000","1",NULL,False,False,"{t,t,t,t,t,t}","{f,f,t,t,t,t}","179.0555631",NULL,"tuning",1648,"{C,C,C,C,C,C}","{C,C,C,C,C,C}"
"525.9962540981","78.9585053763",NULL,"GTP-C6[13C]4H15N5O14P3_O3P","-23.5","-10","-138.1","-33.3",NULL,NULL,"-",NULL,NULL,"C6[13C]4H15N5O14P3-",NULL,"O3P-",NULL,"gtp",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","gtp.gtp_m4-0","5000","1","gtp.gtp_m4-0",False,True,"{t,t,t,t,t,t,t,t,t,t}","{f,f,f,f,f,f,f,f,f,f}","525.9962540981","78.9585053763","isotopomer_13C",1649,"{C,C,C,C,C,C,C,C,C,C}","{C,C,C,C,C,C,C,C,C,C}"
"526.9996089359","78.9585053763",NULL,"GTP-C5[13C]5H15N5O14P3_O3P","-23.5","-10","-138.1","-33.3",NULL,NULL,"-",NULL,NULL,"C5[13C]5H15N5O14P3-",NULL,"O3P-",NULL,"gtp",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","gtp.gtp_m5-0","5000","1","gtp.gtp_m5-0",False,True,"{t,t,t,t,t,t,t,t,t,t}","{f,f,f,f,f,f,f,f,f,f}","526.9996089359","78.9585053763","isotopomer_13C",1650,"{C,C,C,C,C,C,C,C,C,C}","{C,C,C,C,C,C,C,C,C,C}"
"528.0029637737","78.9585053763",NULL,"GTP-C4[13C]6H15N5O14P3_O3P","-23.5","-10","-138.1","-33.3",NULL,NULL,"-",NULL,NULL,"C4[13C]6H15N5O14P3-",NULL,"O3P-",NULL,"gtp",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","gtp.gtp_m6-0","5000","1","gtp.gtp_m6-0",False,True,"{t,t,t,t,t,t,t,t,t,t}","{f,f,f,f,f,f,f,f,f,f}","528.0029637737","78.9585053763","isotopomer_13C",1651,"{C,C,C,C,C,C,C,C,C,C}","{C,C,C,C,C,C,C,C,C,C}"
"529.0063186115","78.9585053763",NULL,"GTP-C3[13C]7H15N5O14P3_O3P","-23.5","-10","-138.1","-33.3",NULL,NULL,"-",NULL,NULL,"C3[13C]7H15N5O14P3-",NULL,"O3P-",NULL,"gtp",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","gtp.gtp_m7-0","5000","1","gtp.gtp_m7-0",False,True,"{t,t,t,t,t,t,t,t,t,t}","{f,f,f,f,f,f,f,f,f,f}","529.0063186115","78.9585053763","isotopomer_13C",1652,"{C,C,C,C,C,C,C,C,C,C}","{C,C,C,C,C,C,C,C,C,C}"
"530.0096734493","78.9585053763",NULL,"GTP-C2[13C]8H15N5O14P3_O3P","-23.5","-10","-138.1","-33.3",NULL,NULL,"-",NULL,NULL,"C2[13C]8H15N5O14P3-",NULL,"O3P-",NULL,"gtp",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","gtp.gtp_m8-0","5000","1","gtp.gtp_m8-0",False,True,"{t,t,t,t,t,t,t,t,t,t}","{f,f,f,f,f,f,f,f,f,f}","530.0096734493","78.9585053763","isotopomer_13C",1653,"{C,C,C,C,C,C,C,C,C,C}","{C,C,C,C,C,C,C,C,C,C}"
"531.0130282871","78.9585053763",NULL,"GTP-C[13C]9H15N5O14P3_O3P","-23.5","-10","-138.1","-33.3",NULL,NULL,"-",NULL,NULL,"C[13C]9H15N5O14P3-",NULL,"O3P-",NULL,"gtp",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","gtp.gtp_m9-0","5000","1","gtp.gtp_m9-0",False,True,"{t,t,t,t,t,t,t,t,t,t}","{f,f,f,f,f,f,f,f,f,f}","531.0130282871","78.9585053763","isotopomer_13C",1654,"{C,C,C,C,C,C,C,C,C,C}","{C,C,C,C,C,C,C,C,C,C}"
"532.0163831249","78.9585053763",NULL,"GTP-[13C]10H15N5O14P3_O3P","-23.5","-10","-138.1","-33.3",NULL,NULL,"-",NULL,NULL,"[13C]10H15N5O14P3-",NULL,"O3P-",NULL,"gtp",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","gtp.gtp_m10-0","5000","1","gtp.gtp_m10-0",False,True,"{t,t,t,t,t,t,t,t,t,t}","{f,f,f,f,f,f,f,f,f,f}","532.0163831249","78.9585053763","isotopomer_13C",1655,"{C,C,C,C,C,C,C,C,C,C}","{C,C,C,C,C,C,C,C,C,C}"
"426.002","159",NULL,"dGDP","-26","-10","-32.2","-10.1",NULL,NULL,"-",4,"22000","C10H14N5O10P2-","Bajad 2006","HO6P2-",NULL,"dgdp",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","dgdp","5000","1",NULL,False,False,"{t,t,t,t,t,t,t,t,t,t}","{f,f,f,f,f,f,f,f,f,f}","426.0215897",NULL,"tuning",1656,"{C,C,C,C,C,C,C,C,C,C}","{C,C,C,C,C,C,C,C,C,C}"
"426.002","79",NULL,"dGDP","-42.4","-10","-86","-8.9",NULL,1,"-",1,"55000","C10H14N5O10P2-",NULL,"O3P-",NULL,"dgdp",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","dgdp","5000","1",NULL,True,True,"{t,t,t,t,t,t,t,t,t,t}","{f,f,f,f,f,f,f,f,f,f}","426.0215897",NULL,"tuning",1657,"{C,C,C,C,C,C,C,C,C,C}","{C,C,C,C,C,C,C,C,C,C}"
"161","93",NULL,"5-Hydroxy-L-lysine","-18.2","-10","-14.2","-9.8",NULL,NULL,"-",1,"120000",NULL,NULL,NULL,NULL,"5hlys",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","5hlys","5000","1",NULL,False,False,NULL,NULL,NULL,NULL,"tuning",36,NULL,NULL
"346.002","133",NULL,"dGMP","-53.7","-10","-58.7","-3.9",NULL,2,"-",1,"200000","C10H13N5O7P-","Beuscher 2010","C5H9O4","Loss of guanine and O3P-, and addition of H2O","dgmp",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","dgmp","5000","1",NULL,True,False,"{t,t,t,t,t,t,t,t,t,t}","{t,t,t,t,t,f,f,f,f,f}","346.0552593",NULL,"tuning",1659,"{C,C,C,C,C,C,C,C,C,C}","{C,C,C,C,C,C,C,C,C,C}"
"179.0344337131","107.0496898468",NULL,"3-(4-Hydroxyphenyl)pyruvate-C9H7O4_C7H7O","-29.7","-10","-12.3","-12.9",NULL,NULL,"-",NULL,NULL,"C9H7O4-",NULL,"C7H7O-",NULL,"34hpp",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","34hpp.34hpp_m0-0","5000","1","34hpp.34hpp_m0-0",False,False,"{t,t,t,t,t,t,t,t,t}","{f,f,t,t,t,t,t,t,t}","179.0344337131","107.0496898468","isotopomer_13C",1660,"{C,C,C,C,C,C,C,C,C}","{C,C,C,C,C,C,C,C,C}"
"180.0377885509","107.0496898468",NULL,"3-(4-Hydroxyphenyl)pyruvate-C8[13C]H7O4_C7H7O","-29.7","-10","-12.3","-12.9",NULL,NULL,"-",NULL,NULL,"C8[13C]H7O4-",NULL,"C7H7O-",NULL,"34hpp",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","34hpp.34hpp_m1-0","5000","1","34hpp.34hpp_m1-0",False,False,"{t,t,t,t,t,t,t,t,t}","{f,f,t,t,t,t,t,t,t}","180.0377885509","107.0496898468","isotopomer_13C",1661,"{C,C,C,C,C,C,C,C,C}","{C,C,C,C,C,C,C,C,C}"
"180.0377885509","108.0530446846",NULL,"3-(4-Hydroxyphenyl)pyruvate-C8[13C]H7O4_C6[13C]H7O","-29.7","-10","-12.3","-12.9",NULL,NULL,"-",NULL,NULL,"C8[13C]H7O4-",NULL,"C6[13C]H7O-",NULL,"34hpp",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","34hpp.34hpp_m1-1","5000","1","34hpp.34hpp_m1-1",False,False,"{t,t,t,t,t,t,t,t,t}","{f,f,t,t,t,t,t,t,t}","180.0377885509","108.0530446846","isotopomer_13C",1662,"{C,C,C,C,C,C,C,C,C}","{C,C,C,C,C,C,C,C,C}"
"181.0411433887","107.0496898468",NULL,"3-(4-Hydroxyphenyl)pyruvate-C7[13C]2H7O4_C7H7O","-29.7","-10","-12.3","-12.9",NULL,NULL,"-",NULL,NULL,"C7[13C]2H7O4-",NULL,"C7H7O-",NULL,"34hpp",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","34hpp.34hpp_m2-0","5000","1","34hpp.34hpp_m2-0",False,False,"{t,t,t,t,t,t,t,t,t}","{f,f,t,t,t,t,t,t,t}","181.0411433887","107.0496898468","isotopomer_13C",1663,"{C,C,C,C,C,C,C,C,C}","{C,C,C,C,C,C,C,C,C}"
"181.0411433887","108.0530446846",NULL,"3-(4-Hydroxyphenyl)pyruvate-C7[13C]2H7O4_C6[13C]H7O","-29.7","-10","-12.3","-12.9",NULL,NULL,"-",NULL,NULL,"C7[13C]2H7O4-",NULL,"C6[13C]H7O-",NULL,"34hpp",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","34hpp.34hpp_m2-1","5000","1","34hpp.34hpp_m2-1",False,False,"{t,t,t,t,t,t,t,t,t}","{f,f,t,t,t,t,t,t,t}","181.0411433887","108.0530446846","isotopomer_13C",1664,"{C,C,C,C,C,C,C,C,C}","{C,C,C,C,C,C,C,C,C}"
"181.0411433887","109.0563995224",NULL,"3-(4-Hydroxyphenyl)pyruvate-C7[13C]2H7O4_C5[13C]2H7O","-29.7","-10","-12.3","-12.9",NULL,NULL,"-",NULL,NULL,"C7[13C]2H7O4-",NULL,"C5[13C]2H7O-",NULL,"34hpp",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","34hpp.34hpp_m2-2","5000","1","34hpp.34hpp_m2-2",False,False,"{t,t,t,t,t,t,t,t,t}","{f,f,t,t,t,t,t,t,t}","181.0411433887","109.0563995224","isotopomer_13C",1665,"{C,C,C,C,C,C,C,C,C}","{C,C,C,C,C,C,C,C,C}"
"182.0444982265","108.0530446846",NULL,"3-(4-Hydroxyphenyl)pyruvate-C6[13C]3H7O4_C6[13C]H7O","-29.7","-10","-12.3","-12.9",NULL,NULL,"-",NULL,NULL,"C6[13C]3H7O4-",NULL,"C6[13C]H7O-",NULL,"34hpp",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","34hpp.34hpp_m3-1","5000","1","34hpp.34hpp_m3-1",False,False,"{t,t,t,t,t,t,t,t,t}","{f,f,t,t,t,t,t,t,t}","182.0444982265","108.0530446846","isotopomer_13C",1666,"{C,C,C,C,C,C,C,C,C}","{C,C,C,C,C,C,C,C,C}"
"182.0444982265","109.0563995224",NULL,"3-(4-Hydroxyphenyl)pyruvate-C6[13C]3H7O4_C5[13C]2H7O","-29.7","-10","-12.3","-12.9",NULL,NULL,"-",NULL,NULL,"C6[13C]3H7O4-",NULL,"C5[13C]2H7O-",NULL,"34hpp",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","34hpp.34hpp_m3-2","5000","1","34hpp.34hpp_m3-2",False,False,"{t,t,t,t,t,t,t,t,t}","{f,f,t,t,t,t,t,t,t}","182.0444982265","109.0563995224","isotopomer_13C",1667,"{C,C,C,C,C,C,C,C,C}","{C,C,C,C,C,C,C,C,C}"
"182.0444982265","110.0597543602",NULL,"3-(4-Hydroxyphenyl)pyruvate-C6[13C]3H7O4_C4[13C]3H7O","-29.7","-10","-12.3","-12.9",NULL,NULL,"-",NULL,NULL,"C6[13C]3H7O4-",NULL,"C4[13C]3H7O-",NULL,"34hpp",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","34hpp.34hpp_m3-3","5000","1","34hpp.34hpp_m3-3",False,False,"{t,t,t,t,t,t,t,t,t}","{f,f,t,t,t,t,t,t,t}","182.0444982265","110.0597543602","isotopomer_13C",1668,"{C,C,C,C,C,C,C,C,C}","{C,C,C,C,C,C,C,C,C}"
"183.0478530643","109.0563995224",NULL,"3-(4-Hydroxyphenyl)pyruvate-C5[13C]4H7O4_C5[13C]2H7O","-29.7","-10","-12.3","-12.9",NULL,NULL,"-",NULL,NULL,"C5[13C]4H7O4-",NULL,"C5[13C]2H7O-",NULL,"34hpp",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","34hpp.34hpp_m4-2","5000","1","34hpp.34hpp_m4-2",False,False,"{t,t,t,t,t,t,t,t,t}","{f,f,t,t,t,t,t,t,t}","183.0478530643","109.0563995224","isotopomer_13C",1669,"{C,C,C,C,C,C,C,C,C}","{C,C,C,C,C,C,C,C,C}"
"183.0478530643","110.0597543602",NULL,"3-(4-Hydroxyphenyl)pyruvate-C5[13C]4H7O4_C4[13C]3H7O","-29.7","-10","-12.3","-12.9",NULL,NULL,"-",NULL,NULL,"C5[13C]4H7O4-",NULL,"C4[13C]3H7O-",NULL,"34hpp",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","34hpp.34hpp_m4-3","5000","1","34hpp.34hpp_m4-3",False,False,"{t,t,t,t,t,t,t,t,t}","{f,f,t,t,t,t,t,t,t}","183.0478530643","110.0597543602","isotopomer_13C",1670,"{C,C,C,C,C,C,C,C,C}","{C,C,C,C,C,C,C,C,C}"
"183.0478530643","111.063109198",NULL,"3-(4-Hydroxyphenyl)pyruvate-C5[13C]4H7O4_C3[13C]4H7O","-29.7","-10","-12.3","-12.9",NULL,NULL,"-",NULL,NULL,"C5[13C]4H7O4-",NULL,"C3[13C]4H7O-",NULL,"34hpp",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","34hpp.34hpp_m4-4","5000","1","34hpp.34hpp_m4-4",False,False,"{t,t,t,t,t,t,t,t,t}","{f,f,t,t,t,t,t,t,t}","183.0478530643","111.063109198","isotopomer_13C",1671,"{C,C,C,C,C,C,C,C,C}","{C,C,C,C,C,C,C,C,C}"
"184.0512079021","110.0597543602",NULL,"3-(4-Hydroxyphenyl)pyruvate-C4[13C]5H7O4_C4[13C]3H7O","-29.7","-10","-12.3","-12.9",NULL,NULL,"-",NULL,NULL,"C4[13C]5H7O4-",NULL,"C4[13C]3H7O-",NULL,"34hpp",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","34hpp.34hpp_m5-3","5000","1","34hpp.34hpp_m5-3",False,False,"{t,t,t,t,t,t,t,t,t}","{f,f,t,t,t,t,t,t,t}","184.0512079021","110.0597543602","isotopomer_13C",1672,"{C,C,C,C,C,C,C,C,C}","{C,C,C,C,C,C,C,C,C}"
"184.0512079021","111.063109198",NULL,"3-(4-Hydroxyphenyl)pyruvate-C4[13C]5H7O4_C3[13C]4H7O","-29.7","-10","-12.3","-12.9",NULL,NULL,"-",NULL,NULL,"C4[13C]5H7O4-",NULL,"C3[13C]4H7O-",NULL,"34hpp",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","34hpp.34hpp_m5-4","5000","1","34hpp.34hpp_m5-4",False,False,"{t,t,t,t,t,t,t,t,t}","{f,f,t,t,t,t,t,t,t}","184.0512079021","111.063109198","isotopomer_13C",1673,"{C,C,C,C,C,C,C,C,C}","{C,C,C,C,C,C,C,C,C}"
"184.0512079021","112.0664640358",NULL,"3-(4-Hydroxyphenyl)pyruvate-C4[13C]5H7O4_C2[13C]5H7O","-29.7","-10","-12.3","-12.9",NULL,NULL,"-",NULL,NULL,"C4[13C]5H7O4-",NULL,"C2[13C]5H7O-",NULL,"34hpp",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","34hpp.34hpp_m5-5","5000","1","34hpp.34hpp_m5-5",False,False,"{t,t,t,t,t,t,t,t,t}","{f,f,t,t,t,t,t,t,t}","184.0512079021","112.0664640358","isotopomer_13C",1674,"{C,C,C,C,C,C,C,C,C}","{C,C,C,C,C,C,C,C,C}"
"117","159",NULL,"L-Citrulline","118","9","11.2","7.5",NULL,NULL,"+",2,NULL,"C6H14N3O3+",NULL,NULL,NULL,"citr-L",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","citr-L","5000","1",NULL,False,False,NULL,NULL,"176.1035163",NULL,"tuning",77,NULL,NULL
"185.0545627399","111.063109198",NULL,"3-(4-Hydroxyphenyl)pyruvate-C3[13C]6H7O4_C3[13C]4H7O","-29.7","-10","-12.3","-12.9",NULL,NULL,"-",NULL,NULL,"C3[13C]6H7O4-",NULL,"C3[13C]4H7O-",NULL,"34hpp",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","34hpp.34hpp_m6-4","5000","1","34hpp.34hpp_m6-4",False,False,"{t,t,t,t,t,t,t,t,t}","{f,f,t,t,t,t,t,t,t}","185.0545627399","111.063109198","isotopomer_13C",1675,"{C,C,C,C,C,C,C,C,C}","{C,C,C,C,C,C,C,C,C}"
"185.0545627399","112.0664640358",NULL,"3-(4-Hydroxyphenyl)pyruvate-C3[13C]6H7O4_C2[13C]5H7O","-29.7","-10","-12.3","-12.9",NULL,NULL,"-",NULL,NULL,"C3[13C]6H7O4-",NULL,"C2[13C]5H7O-",NULL,"34hpp",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","34hpp.34hpp_m6-5","5000","1","34hpp.34hpp_m6-5",False,False,"{t,t,t,t,t,t,t,t,t}","{f,f,t,t,t,t,t,t,t}","185.0545627399","112.0664640358","isotopomer_13C",1676,"{C,C,C,C,C,C,C,C,C}","{C,C,C,C,C,C,C,C,C}"
"185.0545627399","113.0698188736",NULL,"3-(4-Hydroxyphenyl)pyruvate-C3[13C]6H7O4_C[13C]6H7O","-29.7","-10","-12.3","-12.9",NULL,NULL,"-",NULL,NULL,"C3[13C]6H7O4-",NULL,"C[13C]6H7O-",NULL,"34hpp",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","34hpp.34hpp_m6-6","5000","1","34hpp.34hpp_m6-6",False,False,"{t,t,t,t,t,t,t,t,t}","{f,f,t,t,t,t,t,t,t}","185.0545627399","113.0698188736","isotopomer_13C",1677,"{C,C,C,C,C,C,C,C,C}","{C,C,C,C,C,C,C,C,C}"
"186.0579175777","112.0664640358",NULL,"3-(4-Hydroxyphenyl)pyruvate-C2[13C]7H7O4_C2[13C]5H7O","-29.7","-10","-12.3","-12.9",NULL,NULL,"-",NULL,NULL,"C2[13C]7H7O4-",NULL,"C2[13C]5H7O-",NULL,"34hpp",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","34hpp.34hpp_m7-5","5000","1","34hpp.34hpp_m7-5",False,False,"{t,t,t,t,t,t,t,t,t}","{f,f,t,t,t,t,t,t,t}","186.0579175777","112.0664640358","isotopomer_13C",1678,"{C,C,C,C,C,C,C,C,C}","{C,C,C,C,C,C,C,C,C}"
"186.0579175777","113.0698188736",NULL,"3-(4-Hydroxyphenyl)pyruvate-C2[13C]7H7O4_C[13C]6H7O","-29.7","-10","-12.3","-12.9",NULL,NULL,"-",NULL,NULL,"C2[13C]7H7O4-",NULL,"C[13C]6H7O-",NULL,"34hpp",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","34hpp.34hpp_m7-6","5000","1","34hpp.34hpp_m7-6",False,False,"{t,t,t,t,t,t,t,t,t}","{f,f,t,t,t,t,t,t,t}","186.0579175777","113.0698188736","isotopomer_13C",1679,"{C,C,C,C,C,C,C,C,C}","{C,C,C,C,C,C,C,C,C}"
"186.0579175777","114.0731737114",NULL,"3-(4-Hydroxyphenyl)pyruvate-C2[13C]7H7O4_[13C]7H7O","-29.7","-10","-12.3","-12.9",NULL,NULL,"-",NULL,NULL,"C2[13C]7H7O4-",NULL,"[13C]7H7O-",NULL,"34hpp",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","34hpp.34hpp_m7-7","5000","1","34hpp.34hpp_m7-7",False,False,"{t,t,t,t,t,t,t,t,t}","{f,f,t,t,t,t,t,t,t}","186.0579175777","114.0731737114","isotopomer_13C",1680,"{C,C,C,C,C,C,C,C,C}","{C,C,C,C,C,C,C,C,C}"
"187.0612724155","113.0698188736",NULL,"3-(4-Hydroxyphenyl)pyruvate-C[13C]8H7O4_C[13C]6H7O","-29.7","-10","-12.3","-12.9",NULL,NULL,"-",NULL,NULL,"C[13C]8H7O4-",NULL,"C[13C]6H7O-",NULL,"34hpp",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","34hpp.34hpp_m8-6","5000","1","34hpp.34hpp_m8-6",False,False,"{t,t,t,t,t,t,t,t,t}","{f,f,t,t,t,t,t,t,t}","187.0612724155","113.0698188736","isotopomer_13C",1681,"{C,C,C,C,C,C,C,C,C}","{C,C,C,C,C,C,C,C,C}"
"187.0612724155","114.0731737114",NULL,"3-(4-Hydroxyphenyl)pyruvate-C[13C]8H7O4_[13C]7H7O","-29.7","-10","-12.3","-12.9",NULL,NULL,"-",NULL,NULL,"C[13C]8H7O4-",NULL,"[13C]7H7O-",NULL,"34hpp",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","34hpp.34hpp_m8-7","5000","1","34hpp.34hpp_m8-7",False,False,"{t,t,t,t,t,t,t,t,t}","{f,f,t,t,t,t,t,t,t}","187.0612724155","114.0731737114","isotopomer_13C",1682,"{C,C,C,C,C,C,C,C,C}","{C,C,C,C,C,C,C,C,C}"
"188.0646272533","114.0731737114",NULL,"3-(4-Hydroxyphenyl)pyruvate-[13C]9H7O4_[13C]7H7O","-29.7","-10","-12.3","-12.9",NULL,NULL,"-",NULL,NULL,"[13C]9H7O4-",NULL,"[13C]7H7O-",NULL,"34hpp",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","34hpp.34hpp_m9-7","5000","1","34hpp.34hpp_m9-7",False,False,"{t,t,t,t,t,t,t,t,t}","{f,f,t,t,t,t,t,t,t}","188.0646272533","114.0731737114","isotopomer_13C",1683,"{C,C,C,C,C,C,C,C,C}","{C,C,C,C,C,C,C,C,C}"
"116.0428739288","87.0082189626",NULL,"3-Methyl-2-oxobutanoate-C4[13C]H7O3_C3H3O3","-46","-10","-10.8","-10.8",NULL,NULL,"-",NULL,NULL,"C4[13C]H7O3-",NULL,"C3H3O3-",NULL,"3mob",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","3mob.3mob_m1-0","5000","1","3mob.3mob_m1-0",False,False,"{t,t,t,t,t}","{t,t,t,f,f}","116.0428739288","87.0082189626","isotopomer_13C",1685,"{C,C,C,C,C}","{C,C,C,C,C}"
"116.0428739288","88.0115738004",NULL,"3-Methyl-2-oxobutanoate-C4[13C]H7O3_C2[13C]H3O3","-46","-10","-10.8","-10.8",NULL,NULL,"-",NULL,NULL,"C4[13C]H7O3-",NULL,"C2[13C]H3O3-",NULL,"3mob",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","3mob.3mob_m1-1","5000","1","3mob.3mob_m1-1",False,False,"{t,t,t,t,t}","{t,t,t,f,f}","116.0428739288","88.0115738004","isotopomer_13C",1686,"{C,C,C,C,C}","{C,C,C,C,C}"
"117.0462287666","87.0082189626",NULL,"3-Methyl-2-oxobutanoate-C3[13C]2H7O3_C3H3O3","-46","-10","-10.8","-10.8",NULL,NULL,"-",NULL,NULL,"C3[13C]2H7O3-",NULL,"C3H3O3-",NULL,"3mob",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","3mob.3mob_m2-0","5000","1","3mob.3mob_m2-0",False,False,"{t,t,t,t,t}","{t,t,t,f,f}","117.0462287666","87.0082189626","isotopomer_13C",1687,"{C,C,C,C,C}","{C,C,C,C,C}"
"117.0462287666","88.0115738004",NULL,"3-Methyl-2-oxobutanoate-C3[13C]2H7O3_C2[13C]H3O3","-46","-10","-10.8","-10.8",NULL,NULL,"-",NULL,NULL,"C3[13C]2H7O3-",NULL,"C2[13C]H3O3-",NULL,"3mob",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","3mob.3mob_m2-1","5000","1","3mob.3mob_m2-1",False,False,"{t,t,t,t,t}","{t,t,t,f,f}","117.0462287666","88.0115738004","isotopomer_13C",1688,"{C,C,C,C,C}","{C,C,C,C,C}"
"117.0462287666","89.0149286382",NULL,"3-Methyl-2-oxobutanoate-C3[13C]2H7O3_C[13C]2H3O3","-46","-10","-10.8","-10.8",NULL,NULL,"-",NULL,NULL,"C3[13C]2H7O3-",NULL,"C[13C]2H3O3-",NULL,"3mob",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","3mob.3mob_m2-2","5000","1","3mob.3mob_m2-2",False,False,"{t,t,t,t,t}","{t,t,t,f,f}","117.0462287666","89.0149286382","isotopomer_13C",1689,"{C,C,C,C,C}","{C,C,C,C,C}"
"118.0495836044","88.0115738004",NULL,"3-Methyl-2-oxobutanoate-C2[13C]3H7O3_C2[13C]H3O3","-46","-10","-10.8","-10.8",NULL,NULL,"-",NULL,NULL,"C2[13C]3H7O3-",NULL,"C2[13C]H3O3-",NULL,"3mob",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","3mob.3mob_m3-1","5000","1","3mob.3mob_m3-1",False,False,"{t,t,t,t,t}","{t,t,t,f,f}","118.0495836044","88.0115738004","isotopomer_13C",1690,"{C,C,C,C,C}","{C,C,C,C,C}"
"156","112",NULL,"3-Methylbut-2-enoyl-CoA","-54.3","-10","-16.8","-14.6",NULL,NULL,"-",2,"19000",NULL,NULL,NULL,NULL,"3mb2coa",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","3mb2coa","5000","1",NULL,False,False,NULL,NULL,NULL,NULL,"tuning",79,NULL,NULL
"118.0495836044","89.0149286382",NULL,"3-Methyl-2-oxobutanoate-C2[13C]3H7O3_C[13C]2H3O3","-46","-10","-10.8","-10.8",NULL,NULL,"-",NULL,NULL,"C2[13C]3H7O3-",NULL,"C[13C]2H3O3-",NULL,"3mob",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","3mob.3mob_m3-2","5000","1","3mob.3mob_m3-2",False,False,"{t,t,t,t,t}","{t,t,t,f,f}","118.0495836044","89.0149286382","isotopomer_13C",1691,"{C,C,C,C,C}","{C,C,C,C,C}"
