id,experiment_id,sample_name_abbreviation,time_point,met_id,fragment_id,fragment_formula,intensity_normalized_average,intensity_normalized_cv,intensity_normalized_stdev,intensity_normalized_units,scan_type,met_elements,met_atompositions,used_,comment_
2636,WTEColi_optTrDesign,3-13C80_U-13C20,0,glc_DASH_D_c,glc_DASH_D_c_C6H11O6,C6H11O6-,NULL,NULL,NULL,normSum,MRM,"{C,C,C,C,C,C}","{0,1,2,3,4,5}",FALSE,NULL
2637,WTEColi_optTrDesign,3-13C80_U-13C20,0,icit_c,icit_c_C5H3O3,C5H3O3-,NULL,NULL,NULL,normSum,MRM,"{C,C,C,C,C}","{0,1,2,3,4}",TRUE,NULL
2638,WTEColi_optTrDesign,3-13C80_U-13C20,0,icit_c,icit_c_C6H7O7,C6H7O7-,NULL,NULL,NULL,normSum,MRM,"{C,C,C,C,C,C}","{0,1,2,3,4,5}",TRUE,NULL
2639,WTEColi_optTrDesign,3-13C80_U-13C20,0,mal_DASH_L_c,mal_DASH_L_c_C4H3O4,C4H3O4-,NULL,NULL,NULL,normSum,MRM,"{C,C,C,C}","{0,1,2,3}",TRUE,NULL
2640,WTEColi_optTrDesign,3-13C80_U-13C20,0,mal_DASH_L_c,mal_DASH_L_c_C4H5O5,C4H5O5-,NULL,NULL,NULL,normSum,MRM,"{C,C,C,C}","{0,1,2,3}",TRUE,NULL
2641,WTEColi_optTrDesign,3-13C80_U-13C20,0,met_DASH_L_c,met_DASH_L_c_C5H10NO2S,C5H10NO2S-,NULL,NULL,NULL,normSum,MRM,"{C,C,C,C,C}","{0,1,2,3,4}",TRUE,NULL
2642,WTEColi_optTrDesign,3-13C80_U-13C20,0,met_DASH_L_c,met_DASH_L_c_CH3S,CH3S-,NULL,NULL,NULL,normSum,MRM,{C},{4},TRUE,NULL
2643,WTEColi_optTrDesign,3-13C80_U-13C20,0,pep_c,pep_c_C3H4O6P,C3H4O6P-,NULL,NULL,NULL,normSum,MRM,"{C,C,C}","{0,1,2}",TRUE,NULL
2644,WTEColi_optTrDesign,3-13C80_U-13C20,0,phe_DASH_L_c,phe_DASH_L_c_C9H10NO2,C9H10NO2-,NULL,NULL,NULL,normSum,MRM,"{C,C,C,C,C,C,C,C,C}","{0,1,2,3,4,5,6,7,8}",TRUE,NULL
2645,WTEColi_optTrDesign,3-13C80_U-13C20,0,phe_DASH_L_c,phe_DASH_L_c_C9H7O2,C9H7O2-,NULL,NULL,NULL,normSum,MRM,"{C,C,C,C,C,C,C,C,C}","{0,1,2,3,4,5,6,7,8}",TRUE,NULL
2646,WTEColi_optTrDesign,3-13C80_U-13C20,0,phpyr_c,phpyr_c_C7H7,C7H7-,NULL,NULL,NULL,normSum,MRM,"{C,C,C,C,C,C,C}","{2,3,4,5,6,7,8}",TRUE,NULL
2647,WTEColi_optTrDesign,3-13C80_U-13C20,0,phpyr_c,phpyr_c_C9H7O3,C9H7O3-,NULL,NULL,NULL,normSum,MRM,"{C,C,C,C,C,C,C,C,C}","{0,1,2,3,4,5,6,7,8}",TRUE,NULL
2648,WTEColi_optTrDesign,3-13C80_U-13C20,0,3pg_c,3pg_c_C3H6O7P,C3H6O7P-,NULL,NULL,NULL,normSum,MRM,"{C,C,C}","{0,1,2}",TRUE,NULL
2649,WTEColi_optTrDesign,3-13C80_U-13C20,0,prpp_c,prpp_c_C5H12O14P3,C5H12O14P3-,NULL,NULL,NULL,normSum,MRM,"{C,C,C,C,C}","{0,1,2,3,4}",TRUE,NULL
2651,WTEColi_optTrDesign,3-13C80_U-13C20,0,s7p_c,s7p_c_C7H14O10P,C7H14O10P-,NULL,NULL,NULL,normSum,MRM,"{C,C,C,C,C,C,C}","{0,1,2,3,4,5,6}",TRUE,NULL
2652,WTEColi_optTrDesign,3-13C80_U-13C20,0,succ_c,succ_c_C4H3O3,C4H3O3-,NULL,NULL,NULL,normSum,MRM,"{C,C,C,C}","{0,1,2,3}",TRUE,NULL
2653,WTEColi_optTrDesign,3-13C80_U-13C20,0,succ_c,succ_c_C4H5O4,C4H5O4-,NULL,NULL,NULL,normSum,MRM,"{C,C,C,C}","{0,1,2,3}",TRUE,NULL
2654,WTEColi_optTrDesign,3-13C80_U-13C20,0,thr_DASH_L_c,thr_DASH_L_c_C2H4NO2,C2H4NO2-,NULL,NULL,NULL,normSum,MRM,"{C,C}","{0,1}",TRUE,NULL
2655,WTEColi_optTrDesign,3-13C80_U-13C20,0,thr_DASH_L_c,thr_DASH_L_c_C4H8NO3,C4H8NO3-,NULL,NULL,NULL,normSum,MRM,"{C,C,C,C}","{0,1,2,3}",TRUE,NULL
2656,WTEColi_optTrDesign,3-13C80_U-13C20,0,ump_c,ump_c_C9H12N2O9P,C9H12N2O9P-,NULL,NULL,NULL,normSum,MRM,"{C,C,C,C,C,C,C,C,C}","{0,1,2,3,4,5,6,7,8}",FALSE,NULL
2683,WTEColi_optTrDesign,4-13C80_U-13C20,0,13dpg_c,13dpg_c_C3H7O10P2,C3H7O10P2-,NULL,NULL,NULL,normSum,MRM,"{C,C,C}","{0,1,2}",TRUE,NULL
2684,WTEColi_optTrDesign,4-13C80_U-13C20,0,6pgc_c,6pgc_c_C6H12O10P,C6H12O10P-,NULL,NULL,NULL,normSum,MRM,"{C,C,C,C,C,C}","{0,1,2,3,4,5}",TRUE,NULL
2717,WTEColi_optTrDesign,4-13C80_U-13C20,0,3pg_c,3pg_c_C3H6O7P,C3H6O7P-,NULL,NULL,NULL,normSum,MRM,"{C,C,C}","{0,1,2}",TRUE,NULL
2718,WTEColi_optTrDesign,4-13C80_U-13C20,0,prpp_c,prpp_c_C5H12O14P3,C5H12O14P3-,NULL,NULL,NULL,normSum,MRM,"{C,C,C,C,C}","{0,1,2,3,4}",TRUE,NULL
2685,WTEColi_optTrDesign,4-13C80_U-13C20,0,accoa_c,accoa_c_C23H37N7O17P3S,C23H37N7O17P3S-,NULL,NULL,NULL,normSum,MRM,"{C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C}","{0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22}",FALSE,NULL
2686,WTEColi_optTrDesign,4-13C80_U-13C20,0,acon_DASH_C_c,acon_DASH_C_c_C5H5O4,C5H5O4-,NULL,NULL,NULL,normSum,MRM,"{C,C,C,C,C}","{0,1,2,3,4}",TRUE,NULL
2687,WTEColi_optTrDesign,4-13C80_U-13C20,0,acon_DASH_C_c,acon_DASH_C_c_C6H5O6,C6H5O6-,NULL,NULL,NULL,normSum,MRM,"{C,C,C,C,C,C}","{0,1,2,3,4,5}",TRUE,NULL
2688,WTEColi_optTrDesign,4-13C80_U-13C20,0,akg_c,akg_c_C4H5O3,C4H5O3-,NULL,NULL,NULL,normSum,MRM,"{C,C,C,C}","{0,1,2,3}",TRUE,NULL
2689,WTEColi_optTrDesign,4-13C80_U-13C20,0,akg_c,akg_c_C5H5O5,C5H5O5-,NULL,NULL,NULL,normSum,MRM,"{C,C,C,C,C}","{0,1,2,3,4}",TRUE,NULL
2690,WTEColi_optTrDesign,4-13C80_U-13C20,0,amp_c,amp_c_C10H13N5O7P,C10H13N5O7P-,NULL,NULL,NULL,normSum,MRM,"{C,C,C,C,C,C,C,C,C,C}","{0,1,2,3,4,5,6,7,8,9}",FALSE,NULL
2691,WTEColi_optTrDesign,4-13C80_U-13C20,0,asp_DASH_L_c,asp_DASH_L_c_C3H6NO2,C3H6NO2-,NULL,NULL,NULL,normSum,MRM,"{C,C,C}","{1,2,3}",TRUE,NULL
2692,WTEColi_optTrDesign,4-13C80_U-13C20,0,asp_DASH_L_c,asp_DASH_L_c_C4H6NO4,C4H6NO4-,NULL,NULL,NULL,normSum,MRM,"{C,C,C,C}","{0,1,2,3}",TRUE,NULL
2693,WTEColi_optTrDesign,4-13C80_U-13C20,0,atp_c,atp_c_C10H15N5O13P3,C10H15N5O13P3-,NULL,NULL,NULL,normSum,MRM,"{C,C,C,C,C,C,C,C,C,C}","{0,1,2,3,4,5,6,7,8,9}",FALSE,NULL
2694,WTEColi_optTrDesign,4-13C80_U-13C20,0,dhap_c,dhap_c_C3H6O6P,C3H6O6P-,NULL,NULL,NULL,normSum,MRM,"{C,C,C}","{0,1,2}",TRUE,NULL
2695,WTEColi_optTrDesign,4-13C80_U-13C20,0,fad_c,fad_c_C27H32N9O15P2,C27H32N9O15P2-,NULL,NULL,NULL,normSum,MRM,"{C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C}","{0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26}",FALSE,NULL
2696,WTEColi_optTrDesign,4-13C80_U-13C20,0,fdp_c,fdp_c_C6H13O12P2,C6H13O12P2-,NULL,NULL,NULL,normSum,MRM,"{C,C,C,C,C,C}","{0,1,2,3,4,5}",TRUE,NULL
2697,WTEColi_optTrDesign,4-13C80_U-13C20,0,g1p_c,g1p_c_C6H12O9P,C6H12O9P-,NULL,NULL,NULL,normSum,MRM,"{C,C,C,C,C,C}","{0,1,2,3,4,5}",TRUE,NULL
2698,WTEColi_optTrDesign,4-13C80_U-13C20,0,g6p_c,g6p_c_C6H12O9P,C6H12O9P-,NULL,NULL,NULL,normSum,MRM,"{C,C,C,C,C,C}","{0,1,2,3,4,5}",TRUE,NULL
2699,WTEColi_optTrDesign,4-13C80_U-13C20,0,glu_DASH_L_c,glu_DASH_L_c_C5H6NO3,C5H6NO3-,NULL,NULL,NULL,normSum,MRM,"{C,C,C,C,C}","{0,1,2,3,4}",TRUE,NULL
2700,WTEColi_optTrDesign,4-13C80_U-13C20,0,glu_DASH_L_c,glu_DASH_L_c_C5H8NO4,C5H8NO4-,NULL,NULL,NULL,normSum,MRM,"{C,C,C,C,C}","{0,1,2,3,4}",TRUE,NULL
2701,WTEColi_optTrDesign,4-13C80_U-13C20,0,glyc3p_c,glyc3p_c_C3H8O6P,C3H8O6P-,NULL,NULL,NULL,normSum,MRM,"{C,C,C}","{0,1,2}",TRUE,NULL
2702,WTEColi_optTrDesign,4-13C80_U-13C20,0,glyclt_c,glyclt_c_C2H3O3,C2H3O3-,NULL,NULL,NULL,normSum,MRM,"{C,C}","{0,1}",TRUE,NULL
2703,WTEColi_optTrDesign,4-13C80_U-13C20,0,glyclt_c,glyclt_c_CH3O2,CH3O2-,NULL,NULL,NULL,normSum,MRM,{C},{0},TRUE,NULL
2704,WTEColi_optTrDesign,4-13C80_U-13C20,0,glc_DASH_D_c,glc_DASH_D_c_C2H3O2,C2H3O2-,NULL,NULL,NULL,normSum,MRM,"{C,C}","{4,5}",FALSE,NULL
2705,WTEColi_optTrDesign,4-13C80_U-13C20,0,glc_DASH_D_c,glc_DASH_D_c_C6H11O6,C6H11O6-,NULL,NULL,NULL,normSum,MRM,"{C,C,C,C,C,C}","{0,1,2,3,4,5}",FALSE,NULL
2706,WTEColi_optTrDesign,4-13C80_U-13C20,0,icit_c,icit_c_C5H3O3,C5H3O3-,NULL,NULL,NULL,normSum,MRM,"{C,C,C,C,C}","{0,1,2,3,4}",TRUE,NULL
2707,WTEColi_optTrDesign,4-13C80_U-13C20,0,icit_c,icit_c_C6H7O7,C6H7O7-,NULL,NULL,NULL,normSum,MRM,"{C,C,C,C,C,C}","{0,1,2,3,4,5}",TRUE,NULL
2708,WTEColi_optTrDesign,4-13C80_U-13C20,0,mal_DASH_L_c,mal_DASH_L_c_C4H3O4,C4H3O4-,NULL,NULL,NULL,normSum,MRM,"{C,C,C,C}","{0,1,2,3}",TRUE,NULL
2709,WTEColi_optTrDesign,4-13C80_U-13C20,0,mal_DASH_L_c,mal_DASH_L_c_C4H5O5,C4H5O5-,NULL,NULL,NULL,normSum,MRM,"{C,C,C,C}","{0,1,2,3}",TRUE,NULL
2710,WTEColi_optTrDesign,4-13C80_U-13C20,0,met_DASH_L_c,met_DASH_L_c_C5H10NO2S,C5H10NO2S-,NULL,NULL,NULL,normSum,MRM,"{C,C,C,C,C}","{0,1,2,3,4}",TRUE,NULL
2711,WTEColi_optTrDesign,4-13C80_U-13C20,0,met_DASH_L_c,met_DASH_L_c_CH3S,CH3S-,NULL,NULL,NULL,normSum,MRM,{C},{4},TRUE,NULL
2712,WTEColi_optTrDesign,4-13C80_U-13C20,0,pep_c,pep_c_C3H4O6P,C3H4O6P-,NULL,NULL,NULL,normSum,MRM,"{C,C,C}","{0,1,2}",TRUE,NULL
2713,WTEColi_optTrDesign,4-13C80_U-13C20,0,phe_DASH_L_c,phe_DASH_L_c_C9H10NO2,C9H10NO2-,NULL,NULL,NULL,normSum,MRM,"{C,C,C,C,C,C,C,C,C}","{0,1,2,3,4,5,6,7,8}",TRUE,NULL
2714,WTEColi_optTrDesign,4-13C80_U-13C20,0,phe_DASH_L_c,phe_DASH_L_c_C9H7O2,C9H7O2-,NULL,NULL,NULL,normSum,MRM,"{C,C,C,C,C,C,C,C,C}","{0,1,2,3,4,5,6,7,8}",TRUE,NULL
2715,WTEColi_optTrDesign,4-13C80_U-13C20,0,phpyr_c,phpyr_c_C7H7,C7H7-,NULL,NULL,NULL,normSum,MRM,"{C,C,C,C,C,C,C}","{2,3,4,5,6,7,8}",TRUE,NULL
2716,WTEColi_optTrDesign,4-13C80_U-13C20,0,phpyr_c,phpyr_c_C9H7O3,C9H7O3-,NULL,NULL,NULL,normSum,MRM,"{C,C,C,C,C,C,C,C,C}","{0,1,2,3,4,5,6,7,8}",TRUE,NULL
2720,WTEColi_optTrDesign,4-13C80_U-13C20,0,s7p_c,s7p_c_C7H14O10P,C7H14O10P-,NULL,NULL,NULL,normSum,MRM,"{C,C,C,C,C,C,C}","{0,1,2,3,4,5,6}",TRUE,NULL
2721,WTEColi_optTrDesign,4-13C80_U-13C20,0,succ_c,succ_c_C4H3O3,C4H3O3-,NULL,NULL,NULL,normSum,MRM,"{C,C,C,C}","{0,1,2,3}",TRUE,NULL
2722,WTEColi_optTrDesign,4-13C80_U-13C20,0,succ_c,succ_c_C4H5O4,C4H5O4-,NULL,NULL,NULL,normSum,MRM,"{C,C,C,C}","{0,1,2,3}",TRUE,NULL
2723,WTEColi_optTrDesign,4-13C80_U-13C20,0,thr_DASH_L_c,thr_DASH_L_c_C2H4NO2,C2H4NO2-,NULL,NULL,NULL,normSum,MRM,"{C,C}","{0,1}",TRUE,NULL
2724,WTEColi_optTrDesign,4-13C80_U-13C20,0,thr_DASH_L_c,thr_DASH_L_c_C4H8NO3,C4H8NO3-,NULL,NULL,NULL,normSum,MRM,"{C,C,C,C}","{0,1,2,3}",TRUE,NULL
2725,WTEColi_optTrDesign,4-13C80_U-13C20,0,ump_c,ump_c_C9H12N2O9P,C9H12N2O9P-,NULL,NULL,NULL,normSum,MRM,"{C,C,C,C,C,C,C,C,C}","{0,1,2,3,4,5,6,7,8}",FALSE,NULL
2752,WTEColi_optTrDesign,5-13C80_U-13C20,0,13dpg_c,13dpg_c_C3H7O10P2,C3H7O10P2-,NULL,NULL,NULL,normSum,MRM,"{C,C,C}","{0,1,2}",TRUE,NULL
2753,WTEColi_optTrDesign,5-13C80_U-13C20,0,6pgc_c,6pgc_c_C6H12O10P,C6H12O10P-,NULL,NULL,NULL,normSum,MRM,"{C,C,C,C,C,C}","{0,1,2,3,4,5}",TRUE,NULL
2754,WTEColi_optTrDesign,5-13C80_U-13C20,0,accoa_c,accoa_c_C23H37N7O17P3S,C23H37N7O17P3S-,NULL,NULL,NULL,normSum,MRM,"{C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C}","{0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22}",FALSE,NULL
2755,WTEColi_optTrDesign,5-13C80_U-13C20,0,acon_DASH_C_c,acon_DASH_C_c_C5H5O4,C5H5O4-,NULL,NULL,NULL,normSum,MRM,"{C,C,C,C,C}","{0,1,2,3,4}",TRUE,NULL
2756,WTEColi_optTrDesign,5-13C80_U-13C20,0,acon_DASH_C_c,acon_DASH_C_c_C6H5O6,C6H5O6-,NULL,NULL,NULL,normSum,MRM,"{C,C,C,C,C,C}","{0,1,2,3,4,5}",TRUE,NULL
2757,WTEColi_optTrDesign,5-13C80_U-13C20,0,akg_c,akg_c_C4H5O3,C4H5O3-,NULL,NULL,NULL,normSum,MRM,"{C,C,C,C}","{0,1,2,3}",TRUE,NULL
2758,WTEColi_optTrDesign,5-13C80_U-13C20,0,akg_c,akg_c_C5H5O5,C5H5O5-,NULL,NULL,NULL,normSum,MRM,"{C,C,C,C,C}","{0,1,2,3,4}",TRUE,NULL
2759,WTEColi_optTrDesign,5-13C80_U-13C20,0,amp_c,amp_c_C10H13N5O7P,C10H13N5O7P-,NULL,NULL,NULL,normSum,MRM,"{C,C,C,C,C,C,C,C,C,C}","{0,1,2,3,4,5,6,7,8,9}",FALSE,NULL
2760,WTEColi_optTrDesign,5-13C80_U-13C20,0,asp_DASH_L_c,asp_DASH_L_c_C3H6NO2,C3H6NO2-,NULL,NULL,NULL,normSum,MRM,"{C,C,C}","{1,2,3}",TRUE,NULL
2761,WTEColi_optTrDesign,5-13C80_U-13C20,0,asp_DASH_L_c,asp_DASH_L_c_C4H6NO4,C4H6NO4-,NULL,NULL,NULL,normSum,MRM,"{C,C,C,C}","{0,1,2,3}",TRUE,NULL
2762,WTEColi_optTrDesign,5-13C80_U-13C20,0,atp_c,atp_c_C10H15N5O13P3,C10H15N5O13P3-,NULL,NULL,NULL,normSum,MRM,"{C,C,C,C,C,C,C,C,C,C}","{0,1,2,3,4,5,6,7,8,9}",FALSE,NULL
2763,WTEColi_optTrDesign,5-13C80_U-13C20,0,dhap_c,dhap_c_C3H6O6P,C3H6O6P-,NULL,NULL,NULL,normSum,MRM,"{C,C,C}","{0,1,2}",TRUE,NULL
2764,WTEColi_optTrDesign,5-13C80_U-13C20,0,fad_c,fad_c_C27H32N9O15P2,C27H32N9O15P2-,NULL,NULL,NULL,normSum,MRM,"{C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C}","{0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26}",FALSE,NULL
2765,WTEColi_optTrDesign,5-13C80_U-13C20,0,fdp_c,fdp_c_C6H13O12P2,C6H13O12P2-,NULL,NULL,NULL,normSum,MRM,"{C,C,C,C,C,C}","{0,1,2,3,4,5}",TRUE,NULL
2766,WTEColi_optTrDesign,5-13C80_U-13C20,0,g1p_c,g1p_c_C6H12O9P,C6H12O9P-,NULL,NULL,NULL,normSum,MRM,"{C,C,C,C,C,C}","{0,1,2,3,4,5}",TRUE,NULL
2767,WTEColi_optTrDesign,5-13C80_U-13C20,0,g6p_c,g6p_c_C6H12O9P,C6H12O9P-,NULL,NULL,NULL,normSum,MRM,"{C,C,C,C,C,C}","{0,1,2,3,4,5}",TRUE,NULL
2768,WTEColi_optTrDesign,5-13C80_U-13C20,0,glu_DASH_L_c,glu_DASH_L_c_C5H6NO3,C5H6NO3-,NULL,NULL,NULL,normSum,MRM,"{C,C,C,C,C}","{0,1,2,3,4}",TRUE,NULL
2769,WTEColi_optTrDesign,5-13C80_U-13C20,0,glu_DASH_L_c,glu_DASH_L_c_C5H8NO4,C5H8NO4-,NULL,NULL,NULL,normSum,MRM,"{C,C,C,C,C}","{0,1,2,3,4}",TRUE,NULL
2770,WTEColi_optTrDesign,5-13C80_U-13C20,0,glyc3p_c,glyc3p_c_C3H8O6P,C3H8O6P-,NULL,NULL,NULL,normSum,MRM,"{C,C,C}","{0,1,2}",TRUE,NULL
2771,WTEColi_optTrDesign,5-13C80_U-13C20,0,glyclt_c,glyclt_c_C2H3O3,C2H3O3-,NULL,NULL,NULL,normSum,MRM,"{C,C}","{0,1}",TRUE,NULL
2772,WTEColi_optTrDesign,5-13C80_U-13C20,0,glyclt_c,glyclt_c_CH3O2,CH3O2-,NULL,NULL,NULL,normSum,MRM,{C},{0},TRUE,NULL
2773,WTEColi_optTrDesign,5-13C80_U-13C20,0,glc_DASH_D_c,glc_DASH_D_c_C2H3O2,C2H3O2-,NULL,NULL,NULL,normSum,MRM,"{C,C}","{4,5}",FALSE,NULL
2774,WTEColi_optTrDesign,5-13C80_U-13C20,0,glc_DASH_D_c,glc_DASH_D_c_C6H11O6,C6H11O6-,NULL,NULL,NULL,normSum,MRM,"{C,C,C,C,C,C}","{0,1,2,3,4,5}",FALSE,NULL
2775,WTEColi_optTrDesign,5-13C80_U-13C20,0,icit_c,icit_c_C5H3O3,C5H3O3-,NULL,NULL,NULL,normSum,MRM,"{C,C,C,C,C}","{0,1,2,3,4}",TRUE,NULL
2776,WTEColi_optTrDesign,5-13C80_U-13C20,0,icit_c,icit_c_C6H7O7,C6H7O7-,NULL,NULL,NULL,normSum,MRM,"{C,C,C,C,C,C}","{0,1,2,3,4,5}",TRUE,NULL
2777,WTEColi_optTrDesign,5-13C80_U-13C20,0,mal_DASH_L_c,mal_DASH_L_c_C4H3O4,C4H3O4-,NULL,NULL,NULL,normSum,MRM,"{C,C,C,C}","{0,1,2,3}",TRUE,NULL
2778,WTEColi_optTrDesign,5-13C80_U-13C20,0,mal_DASH_L_c,mal_DASH_L_c_C4H5O5,C4H5O5-,NULL,NULL,NULL,normSum,MRM,"{C,C,C,C}","{0,1,2,3}",TRUE,NULL
2779,WTEColi_optTrDesign,5-13C80_U-13C20,0,met_DASH_L_c,met_DASH_L_c_C5H10NO2S,C5H10NO2S-,NULL,NULL,NULL,normSum,MRM,"{C,C,C,C,C}","{0,1,2,3,4}",TRUE,NULL
2780,WTEColi_optTrDesign,5-13C80_U-13C20,0,met_DASH_L_c,met_DASH_L_c_CH3S,CH3S-,NULL,NULL,NULL,normSum,MRM,{C},{4},TRUE,NULL
2781,WTEColi_optTrDesign,5-13C80_U-13C20,0,pep_c,pep_c_C3H4O6P,C3H4O6P-,NULL,NULL,NULL,normSum,MRM,"{C,C,C}","{0,1,2}",TRUE,NULL
2782,WTEColi_optTrDesign,5-13C80_U-13C20,0,phe_DASH_L_c,phe_DASH_L_c_C9H10NO2,C9H10NO2-,NULL,NULL,NULL,normSum,MRM,"{C,C,C,C,C,C,C,C,C}","{0,1,2,3,4,5,6,7,8}",TRUE,NULL
2783,WTEColi_optTrDesign,5-13C80_U-13C20,0,phe_DASH_L_c,phe_DASH_L_c_C9H7O2,C9H7O2-,NULL,NULL,NULL,normSum,MRM,"{C,C,C,C,C,C,C,C,C}","{0,1,2,3,4,5,6,7,8}",TRUE,NULL
3194,WTEColi_optTrDesign,1-2-13C40_5-13C40_U-13C20,0,met_DASH_L_c,met_DASH_L_c_CH3S,CH3S-,NULL,NULL,NULL,normSum,MRM,{C},{4},TRUE,NULL
2784,WTEColi_optTrDesign,5-13C80_U-13C20,0,phpyr_c,phpyr_c_C7H7,C7H7-,NULL,NULL,NULL,normSum,MRM,"{C,C,C,C,C,C,C}","{2,3,4,5,6,7,8}",TRUE,NULL
2785,WTEColi_optTrDesign,5-13C80_U-13C20,0,phpyr_c,phpyr_c_C9H7O3,C9H7O3-,NULL,NULL,NULL,normSum,MRM,"{C,C,C,C,C,C,C,C,C}","{0,1,2,3,4,5,6,7,8}",TRUE,NULL
2786,WTEColi_optTrDesign,5-13C80_U-13C20,0,3pg_c,3pg_c_C3H6O7P,C3H6O7P-,NULL,NULL,NULL,normSum,MRM,"{C,C,C}","{0,1,2}",TRUE,NULL
2787,WTEColi_optTrDesign,5-13C80_U-13C20,0,prpp_c,prpp_c_C5H12O14P3,C5H12O14P3-,NULL,NULL,NULL,normSum,MRM,"{C,C,C,C,C}","{0,1,2,3,4}",TRUE,NULL
2788,WTEColi_optTrDesign,5-13C80_U-13C20,0,pyr_c,pyr_c_C3H3O3,C3H3O3-,NULL,NULL,NULL,normSum,MRM,"{C,C,C}","{0,1,2}",TRUE,NULL
2789,WTEColi_optTrDesign,5-13C80_U-13C20,0,s7p_c,s7p_c_C7H14O10P,C7H14O10P-,NULL,NULL,NULL,normSum,MRM,"{C,C,C,C,C,C,C}","{0,1,2,3,4,5,6}",TRUE,NULL
2790,WTEColi_optTrDesign,5-13C80_U-13C20,0,succ_c,succ_c_C4H3O3,C4H3O3-,NULL,NULL,NULL,normSum,MRM,"{C,C,C,C}","{0,1,2,3}",TRUE,NULL
2791,WTEColi_optTrDesign,5-13C80_U-13C20,0,succ_c,succ_c_C4H5O4,C4H5O4-,NULL,NULL,NULL,normSum,MRM,"{C,C,C,C}","{0,1,2,3}",TRUE,NULL
2792,WTEColi_optTrDesign,5-13C80_U-13C20,0,thr_DASH_L_c,thr_DASH_L_c_C2H4NO2,C2H4NO2-,NULL,NULL,NULL,normSum,MRM,"{C,C}","{0,1}",TRUE,NULL
2793,WTEColi_optTrDesign,5-13C80_U-13C20,0,thr_DASH_L_c,thr_DASH_L_c_C4H8NO3,C4H8NO3-,NULL,NULL,NULL,normSum,MRM,"{C,C,C,C}","{0,1,2,3}",TRUE,NULL
2794,WTEColi_optTrDesign,5-13C80_U-13C20,0,ump_c,ump_c_C9H12N2O9P,C9H12N2O9P-,NULL,NULL,NULL,normSum,MRM,"{C,C,C,C,C,C,C,C,C}","{0,1,2,3,4,5,6,7,8}",FALSE,NULL
2821,WTEColi_optTrDesign,6-13C80_U-13C20,0,13dpg_c,13dpg_c_C3H7O10P2,C3H7O10P2-,NULL,NULL,NULL,normSum,MRM,"{C,C,C}","{0,1,2}",TRUE,NULL
2822,WTEColi_optTrDesign,6-13C80_U-13C20,0,6pgc_c,6pgc_c_C6H12O10P,C6H12O10P-,NULL,NULL,NULL,normSum,MRM,"{C,C,C,C,C,C}","{0,1,2,3,4,5}",TRUE,NULL
2823,WTEColi_optTrDesign,6-13C80_U-13C20,0,accoa_c,accoa_c_C23H37N7O17P3S,C23H37N7O17P3S-,NULL,NULL,NULL,normSum,MRM,"{C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C}","{0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22}",FALSE,NULL
2824,WTEColi_optTrDesign,6-13C80_U-13C20,0,acon_DASH_C_c,acon_DASH_C_c_C5H5O4,C5H5O4-,NULL,NULL,NULL,normSum,MRM,"{C,C,C,C,C}","{0,1,2,3,4}",TRUE,NULL
2825,WTEColi_optTrDesign,6-13C80_U-13C20,0,acon_DASH_C_c,acon_DASH_C_c_C6H5O6,C6H5O6-,NULL,NULL,NULL,normSum,MRM,"{C,C,C,C,C,C}","{0,1,2,3,4,5}",TRUE,NULL
2826,WTEColi_optTrDesign,6-13C80_U-13C20,0,akg_c,akg_c_C4H5O3,C4H5O3-,NULL,NULL,NULL,normSum,MRM,"{C,C,C,C}","{0,1,2,3}",TRUE,NULL
2827,WTEColi_optTrDesign,6-13C80_U-13C20,0,akg_c,akg_c_C5H5O5,C5H5O5-,NULL,NULL,NULL,normSum,MRM,"{C,C,C,C,C}","{0,1,2,3,4}",TRUE,NULL
2828,WTEColi_optTrDesign,6-13C80_U-13C20,0,amp_c,amp_c_C10H13N5O7P,C10H13N5O7P-,NULL,NULL,NULL,normSum,MRM,"{C,C,C,C,C,C,C,C,C,C}","{0,1,2,3,4,5,6,7,8,9}",FALSE,NULL
2829,WTEColi_optTrDesign,6-13C80_U-13C20,0,asp_DASH_L_c,asp_DASH_L_c_C3H6NO2,C3H6NO2-,NULL,NULL,NULL,normSum,MRM,"{C,C,C}","{1,2,3}",TRUE,NULL
2830,WTEColi_optTrDesign,6-13C80_U-13C20,0,asp_DASH_L_c,asp_DASH_L_c_C4H6NO4,C4H6NO4-,NULL,NULL,NULL,normSum,MRM,"{C,C,C,C}","{0,1,2,3}",TRUE,NULL
